task_key,strategy_profile,strategy_profile_version,query_family,query_kind,query_pass,platform,lane,career_lane,lane_label,allocation_percent,profile,priority,initial_order,career_priority,execution_rank,query,remote_required,age_days,sort_mode,enabled,resume_variant,search_url,phase,max_results
T00EDA511A0A21D94D0,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,compact_boolean,indeed_compact_boolean,indeed,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,22001,"""health information"" OR ""documentation audit""",True,30,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22health+information%22+OR+%22documentation+audit%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
TE16392B37676BC4102,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,31001,"""healthcare project coordinator""",True,30,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22healthcare+project+coordinator%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
T17941868C831E256C9,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,31002,"""implementation coordinator healthcare""",True,30,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22implementation+coordinator+healthcare%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
TFBCA281C71CD45517D,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,compact_boolean,indeed_compact_boolean,indeed,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,32001,"""healthcare implementation"" OR ""project coordinator"" healthcare",True,30,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22healthcare+implementation%22+OR+%22project+coordinator%22+healthcare&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
T83FB28D50EB26400C5,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,exact_phrase,indeed_exact_phrase,indeed,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41001,"""academic records specialist""",True,45,newest,True,higher_ed_records,https://www.indeed.com/jobs?q=%22academic+records+specialist%22&l=Remote&fromage=45&sort=date,C_DEEP_BACKFILL,
T26479A04152C41F952,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,exact_phrase,indeed_exact_phrase,indeed,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41002,"""registrar coordinator""",True,45,newest,True,higher_ed_records,https://www.indeed.com/jobs?q=%22registrar+coordinator%22&l=Remote&fromage=45&sort=date,C_DEEP_BACKFILL,
T245262E78F89C0CC28,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,compact_boolean,indeed_compact_boolean,indeed,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,42001,"""academic records"" OR registrar university",True,45,newest,True,higher_ed_records,https://www.indeed.com/jobs?q=%22academic+records%22+OR+registrar+university&l=Remote&fromage=45&sort=date,C_DEEP_BACKFILL,
TCD00F3C7C3F389F40F,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,exact_phrase,indeed_exact_phrase,indeed,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51001,"""data integrity specialist""",True,30,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22data+integrity+specialist%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
T4A4FCC2652C5597768,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,exact_phrase,indeed_exact_phrase,indeed,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51002,"""data validation specialist""",True,30,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22data+validation+specialist%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
T25E3B9EE0540C7B125,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,compact_boolean,indeed_compact_boolean,indeed,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,52001,"""data integrity"" OR ""data validation"" records",True,30,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22data+integrity%22+OR+%22data+validation%22+records&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
T2467F5FC99FD6B163B,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61001,"""patient access specialist""",True,30,newest,True,enrollment_operations,https://www.indeed.com/jobs?q=%22patient+access+specialist%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
TCC793E025DBAB7DBD3,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61002,"""eligibility specialist healthcare""",True,30,newest,True,enrollment_operations,https://www.indeed.com/jobs?q=%22eligibility+specialist+healthcare%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
TA37D0B0DD21708BB20,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,compact_boolean,indeed_compact_boolean,indeed,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,62001,"""patient enrollment"" OR ""eligibility specialist""",True,30,newest,True,enrollment_operations,https://www.indeed.com/jobs?q=%22patient+enrollment%22+OR+%22eligibility+specialist%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
TA3664DCAEA473D24E1,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,exact_phrase,indeed_exact_phrase,indeed,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71001,"""Spanish content reviewer""",True,21,newest,True,content_quality,https://www.indeed.com/jobs?q=%22Spanish+content+reviewer%22&l=Remote&fromage=21&sort=date,C_DEEP_BACKFILL,
T39BAD425B34B2EB9FD,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,exact_phrase,indeed_exact_phrase,indeed,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71002,"""bilingual language reviewer""",True,21,newest,True,content_quality,https://www.indeed.com/jobs?q=%22bilingual+language+reviewer%22&l=Remote&fromage=21&sort=date,C_DEEP_BACKFILL,
TEEE462B0214BEB2364,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,compact_boolean,indeed_compact_boolean,indeed,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,72001,"""Spanish content reviewer"" OR ""AI evaluator""",True,21,newest,True,content_quality,https://www.indeed.com/jobs?q=%22Spanish+content+reviewer%22+OR+%22AI+evaluator%22&l=Remote&fromage=21&sort=date,C_DEEP_BACKFILL,
TAA2E7556CD367C779F,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,11001,provider enrollment specialist,True,30,newest,True,enrollment_operations,"https://www.glassdoor.com/Job/remote-provider-enrollment-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,37.htm",C_DEEP_BACKFILL,
T5BD646B4459180CE47,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,11002,credentialing coordinator,True,30,newest,True,enrollment_operations,"https://www.glassdoor.com/Job/remote-credentialing-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,32.htm",C_DEEP_BACKFILL,
TA2D067669F23822BDD,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,11003,provider data specialist,True,30,newest,True,enrollment_operations,"https://www.glassdoor.com/Job/remote-provider-data-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,31.htm",C_DEEP_BACKFILL,
T3BBD632EE7BED9FE6F,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,21001,healthcare quality specialist,True,30,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-healthcare-quality-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,36.htm",C_DEEP_BACKFILL,
TF8055ACC6B8DE61F70,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,21002,medical records coordinator,True,30,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-medical-records-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,34.htm",C_DEEP_BACKFILL,
T7460CCB47EE617E967,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,21003,documentation quality specialist,True,30,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-documentation-quality-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,39.htm",C_DEEP_BACKFILL,
T9EF37924796BA82C3F,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,31001,healthcare project coordinator,True,30,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-healthcare-project-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,37.htm",C_DEEP_BACKFILL,
T0F1FAD7A89ECC489F1,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,31002,healthcare implementation coordinator,True,30,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-healthcare-implementation-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,44.htm",C_DEEP_BACKFILL,
TA840B5427DF55B6CDD,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,31003,healthcare program coordinator,True,30,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-healthcare-program-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,37.htm",C_DEEP_BACKFILL,
T5DC8B6EA54CE5B1802,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,narrow_title,glassdoor_narrow_title,glassdoor,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41001,academic records coordinator,True,45,newest,True,higher_ed_records,"https://www.glassdoor.com/Job/remote-academic-records-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,35.htm",C_DEEP_BACKFILL,
TB0F3C033CF892D3A66,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,narrow_title,glassdoor_narrow_title,glassdoor,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41002,registrar specialist,True,45,newest,True,higher_ed_records,"https://www.glassdoor.com/Job/remote-registrar-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,27.htm",C_DEEP_BACKFILL,
TECB08459265977C1B6,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,narrow_title,glassdoor_narrow_title,glassdoor,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41003,EdTech learning operations coordinator,True,45,newest,True,higher_ed_records,"https://www.glassdoor.com/Job/remote-edtech-learning-operations-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,45.htm",C_DEEP_BACKFILL,
T82819DA8FEF8E76AC0,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,narrow_title,glassdoor_narrow_title,glassdoor,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51001,data integrity specialist,True,30,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-data-integrity-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,32.htm",C_DEEP_BACKFILL,
TE3E0F70887A9301441,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,narrow_title,glassdoor_narrow_title,glassdoor,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51002,data validation coordinator,True,30,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-data-validation-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,34.htm",C_DEEP_BACKFILL,
T060F4E133564C43486,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,narrow_title,glassdoor_narrow_title,glassdoor,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51003,records quality specialist,True,30,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-records-quality-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,33.htm",C_DEEP_BACKFILL,
TC4CE749ED4FD2640C9,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61001,patient access specialist,True,30,newest,True,enrollment_operations,"https://www.glassdoor.com/Job/remote-patient-access-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,32.htm",C_DEEP_BACKFILL,
T61CB227C3F6CA54DB8,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61002,eligibility coordinator healthcare,True,30,newest,True,enrollment_operations,"https://www.glassdoor.com/Job/remote-eligibility-coordinator-healthcare-jobs-SRCH_IL.0,6_IS11047_KO7,41.htm",C_DEEP_BACKFILL,
TF973D7CF1330B4E58E,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61003,patient enrollment coordinator,True,30,newest,True,enrollment_operations,"https://www.glassdoor.com/Job/remote-patient-enrollment-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,37.htm",C_DEEP_BACKFILL,
T67DF3A47F740F64CAC,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,narrow_title,glassdoor_narrow_title,glassdoor,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71001,Spanish content reviewer,True,21,newest,True,content_quality,"https://www.glassdoor.com/Job/remote-spanish-content-reviewer-jobs-SRCH_IL.0,6_IS11047_KO7,31.htm",C_DEEP_BACKFILL,
T27FE7BDBFA99FF81AD,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,narrow_title,glassdoor_narrow_title,glassdoor,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71002,bilingual language quality analyst,True,21,newest,True,content_quality,"https://www.glassdoor.com/Job/remote-bilingual-language-quality-analyst-jobs-SRCH_IL.0,6_IS11047_KO7,41.htm",C_DEEP_BACKFILL,
T4971C7280508AB1594,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,narrow_title,glassdoor_narrow_title,glassdoor,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71003,AI content evaluator Spanish,True,21,newest,True,content_quality,"https://www.glassdoor.com/Job/remote-ai-content-evaluator-spanish-jobs-SRCH_IL.0,6_IS11047_KO7,35.htm",C_DEEP_BACKFILL,
